,station,valid,tmpf,dwpf,relh,feel
34137,DFW,2020-04-19 03:53,62.1,57.0,83.36,
34150,DFW,2020-04-19 04:53,62.1,55.9,80.11,
34163,DFW,2020-04-19 05:53,62.1,57.0,83.36,
34176,DFW,2020-04-19 06:53,61.0,57.9,89.52,
34188,DFW,2020-04-19 07:53,61.0,57.9,89.52,
34196,DFW,2020-04-19 08:27,61.0,57.9,89.52,
34202,DFW,2020-04-19 08:53,61.0,59.0,93.12,
34215,DFW,2020-04-19 09:53,61.0,59.0,93.12,
34228,DFW,2020-04-19 10:53,60.1,60.1,100.0,
34241,DFW,2020-04-19 11:53,61.0,61.0,100.0,
34251,DFW,2020-04-19 12:36,61.0,61.0,100.0,
34255,DFW,2020-04-19 12:53,62.1,61.0,96.18,
34268,DFW,2020-04-19 13:53,64.0,62.1,93.54,
34281,DFW,2020-04-19 14:53,69.1,64.0,83.81,
34288,DFW,2020-04-19 15:21,68.0,64.0,87.03,
34293,DFW,2020-04-19 15:45,66.9,64.9,93.29,
34295,DFW,2020-04-19 15:53,66.9,66.0,96.93,
34299,DFW,2020-04-19 16:06,66.9,66.0,96.93,
34302,DFW,2020-04-19 16:19,68.0,66.0,93.32,
34310,DFW,2020-04-19 16:53,70.0,66.9,89.9,
34323,DFW,2020-04-19 17:53,72.0,68.0,87.24,
34330,DFW,2020-04-19 18:22,72.0,68.0,87.24,
34337,DFW,2020-04-19 18:53,73.0,68.0,84.34,
34350,DFW,2020-04-19 19:53,75.9,69.1,79.47,
34363,DFW,2020-04-19 20:53,79.0,68.0,69.07,
34376,DFW,2020-04-19 21:53,82.9,57.9,42.63,82.6
34389,DFW,2020-04-19 22:53,82.0,57.9,43.89,81.92
34402,DFW,2020-04-19 23:53,79.0,59.0,50.36,
34415,DFW,2020-04-20 00:53,73.9,57.9,57.36,
34428,DFW,2020-04-20 01:53,71.1,57.9,63.05,
34440,DFW,2020-04-20 02:46,66.9,61.0,81.33,
34442,DFW,2020-04-20 02:53,66.9,61.0,81.33,
34445,DFW,2020-04-20 03:04,66.9,61.0,81.33,
34451,DFW,2020-04-20 03:28,64.9,59.0,81.19,
34457,DFW,2020-04-20 03:53,64.0,59.0,83.78,
34470,DFW,2020-04-20 04:53,61.0,57.0,86.67,
34483,DFW,2020-04-20 05:53,59.0,57.0,93.07,
34496,DFW,2020-04-20 06:53,57.9,57.0,96.81,
34509,DFW,2020-04-20 07:53,57.0,55.9,96.1,
34522,DFW,2020-04-20 08:53,57.0,55.9,96.1,
34535,DFW,2020-04-20 09:53,55.9,55.0,96.78,
34548,DFW,2020-04-20 10:53,55.9,55.0,96.78,
34561,DFW,2020-04-20 11:53,54.0,53.1,96.76,
34568,DFW,2020-04-20 12:23,55.0,54.0,96.42,
34575,DFW,2020-04-20 12:53,57.0,55.9,96.1,
34578,DFW,2020-04-20 13:04,57.9,57.0,96.81,
34589,DFW,2020-04-20 13:53,59.0,55.9,89.44,
34602,DFW,2020-04-20 14:53,59.0,57.0,93.07,
34608,DFW,2020-04-20 15:17,60.1,55.9,85.99,
34616,DFW,2020-04-20 15:53,62.1,55.9,80.11,
34629,DFW,2020-04-20 16:53,63.0,57.0,80.76,
34637,DFW,2020-04-20 17:27,64.9,57.0,75.56,
34641,DFW,2020-04-20 17:42,64.9,57.0,75.56,
34644,DFW,2020-04-20 17:53,64.9,57.0,75.56,
34657,DFW,2020-04-20 18:53,66.9,57.0,70.49,
34670,DFW,2020-04-20 19:53,70.0,57.9,65.45,
34683,DFW,2020-04-20 20:53,72.0,57.9,61.15,
34696,DFW,2020-04-20 21:53,73.9,57.9,57.36,
34709,DFW,2020-04-20 22:53,75.9,57.0,51.93,
34722,DFW,2020-04-20 23:53,73.9,59.0,59.66,
34735,DFW,2020-04-21 00:53,69.1,59.0,70.21,
34748,DFW,2020-04-21 01:53,68.0,59.0,72.92,
34761,DFW,2020-04-21 02:53,66.9,60.1,78.77,
34774,DFW,2020-04-21 03:53,66.0,60.1,81.27,
34787,DFW,2020-04-21 04:53,64.0,60.1,87.14,
34800,DFW,2020-04-21 05:53,64.0,59.0,83.78,
34813,DFW,2020-04-21 06:53,63.0,59.0,86.77,
34826,DFW,2020-04-21 07:53,64.0,59.0,83.78,
34839,DFW,2020-04-21 08:53,62.1,59.0,89.57,
34852,DFW,2020-04-21 09:53,60.1,59.0,96.15,
34865,DFW,2020-04-21 10:53,60.1,59.0,96.15,
34878,DFW,2020-04-21 11:53,60.1,59.0,96.15,
34891,DFW,2020-04-21 12:53,64.0,61.0,89.97,
34904,DFW,2020-04-21 13:53,66.9,62.1,84.56,
34917,DFW,2020-04-21 14:53,70.0,63.0,78.46,
34920,DFW,2020-04-21 15:04,70.0,63.0,78.46,
34931,DFW,2020-04-21 15:53,73.9,64.0,71.21,
34944,DFW,2020-04-21 16:53,78.1,64.0,61.92,
34957,DFW,2020-04-21 17:53,80.1,66.0,62.17,82.17
34970,DFW,2020-04-21 18:53,81.0,64.9,58.1,82.79
34983,DFW,2020-04-21 19:53,82.9,64.0,52.93,84.32
34996,DFW,2020-04-21 20:53,82.9,62.1,49.51,83.7
35009,DFW,2020-04-21 21:53,84.0,61.0,45.96,84.32
35022,DFW,2020-04-21 22:53,82.0,61.0,49.03,82.62
35035,DFW,2020-04-21 23:53,81.0,60.1,49.06,81.62
35048,DFW,2020-04-22 00:53,79.0,63.0,58.04,
35061,DFW,2020-04-22 01:53,78.1,63.0,59.78,
35074,DFW,2020-04-22 02:53,77.0,63.0,62.0,
35087,DFW,2020-04-22 03:53,77.0,62.1,60.06,
35100,DFW,2020-04-22 04:53,77.0,63.0,62.0,
35113,DFW,2020-04-22 05:53,75.9,61.0,59.92,
35126,DFW,2020-04-22 06:53,73.9,59.0,59.66,
35139,DFW,2020-04-22 07:53,72.0,57.0,59.2,
35152,DFW,2020-04-22 08:53,69.1,57.0,65.35,
35165,DFW,2020-04-22 09:53,68.0,59.0,72.92,
35173,DFW,2020-04-22 10:28,66.9,61.0,81.33,
35179,DFW,2020-04-22 10:53,66.9,61.0,81.33,
35192,DFW,2020-04-22 11:53,66.9,62.1,84.56,
35205,DFW,2020-04-22 12:53,66.9,63.0,87.28,
35215,DFW,2020-04-22 13:38,66.0,64.0,93.26,
35219,DFW,2020-04-22 13:53,66.0,64.0,93.26,
35223,DFW,2020-04-22 14:09,66.0,64.9,96.24,
35227,DFW,2020-04-22 14:24,66.0,64.9,96.24,
35234,DFW,2020-04-22 14:53,66.0,66.0,100.0,
35239,DFW,2020-04-22 15:14,66.9,66.0,96.93,
35248,DFW,2020-04-22 15:53,68.0,66.9,96.28,
35261,DFW,2020-04-22 16:53,69.1,68.0,96.29,
35274,DFW,2020-04-22 17:53,71.1,68.0,89.94,
35287,DFW,2020-04-22 18:53,73.9,70.0,87.63,
35300,DFW,2020-04-22 19:53,80.1,72.0,76.36,83.94
35308,DFW,2020-04-22 20:30,82.9,71.1,67.62,87.57
35313,DFW,2020-04-22 20:53,82.9,72.0,69.71,88.11
35326,DFW,2020-04-22 21:53,84.0,73.0,69.59,90.34
35338,DFW,2020-04-22 22:46,90.0,46.0,21.91,86.55
35340,DFW,2020-04-22 22:53,90.0,46.0,21.91,86.55
35353,DFW,2020-04-22 23:53,88.0,46.0,23.34,84.81
35366,DFW,2020-04-23 00:53,82.9,48.9,30.65,81.2
35379,DFW,2020-04-23 01:53,77.0,57.0,50.07,
35392,DFW,2020-04-23 02:53,72.0,59.0,63.61,
35405,DFW,2020-04-23 03:53,69.1,59.0,70.21,
35418,DFW,2020-04-23 04:53,68.0,57.9,70.1,
35431,DFW,2020-04-23 05:53,66.0,57.9,75.12,
35444,DFW,2020-04-23 06:53,64.9,57.0,75.56,
35457,DFW,2020-04-23 07:53,64.0,55.9,74.93,
35470,DFW,2020-04-23 08:53,63.0,54.0,72.42,
35483,DFW,2020-04-23 09:53,62.1,53.1,72.33,
35496,DFW,2020-04-23 10:53,60.1,53.1,77.65,
35509,DFW,2020-04-23 11:53,60.1,53.1,77.65,
35522,DFW,2020-04-23 12:53,61.0,53.1,75.2,
35535,DFW,2020-04-23 13:53,64.0,54.0,69.92,
35548,DFW,2020-04-23 14:53,68.0,54.0,60.86,
35561,DFW,2020-04-23 15:53,70.0,54.0,56.82,
35574,DFW,2020-04-23 16:53,73.9,54.0,49.79,
35587,DFW,2020-04-23 17:53,77.0,53.1,43.44,
35600,DFW,2020-04-23 18:53,80.1,53.1,39.23,79.94
35613,DFW,2020-04-23 19:53,81.0,52.0,36.58,80.34
35626,DFW,2020-04-23 20:53,82.0,51.1,34.25,80.85
35639,DFW,2020-04-23 21:53,82.9,48.9,30.65,81.2
35652,DFW,2020-04-23 22:53,82.9,48.0,29.64,81.11
35665,DFW,2020-04-23 23:53,82.0,48.9,31.56,80.61
35678,DFW,2020-04-24 00:53,75.9,50.0,40.19,
35691,DFW,2020-04-24 01:53,72.0,52.0,49.33,
35704,DFW,2020-04-24 02:53,72.0,54.0,53.09,
35717,DFW,2020-04-24 03:53,69.1,54.0,58.6,
35730,DFW,2020-04-24 04:53,69.1,55.0,60.78,
35743,DFW,2020-04-24 05:53,69.1,54.0,58.6,
35756,DFW,2020-04-24 06:53,66.9,53.1,61.16,
35769,DFW,2020-04-24 07:53,64.9,53.1,65.56,
35782,DFW,2020-04-24 08:53,66.0,54.0,65.21,
35795,DFW,2020-04-24 09:53,66.0,54.0,65.21,
35808,DFW,2020-04-24 10:53,64.0,54.0,69.92,
35821,DFW,2020-04-24 11:53,64.0,54.0,69.92,
35834,DFW,2020-04-24 12:53,64.9,55.0,70.28,
35847,DFW,2020-04-24 13:53,70.0,55.0,58.94,
35860,DFW,2020-04-24 14:53,72.0,54.0,53.09,
35873,DFW,2020-04-24 15:53,73.0,55.0,53.23,
35886,DFW,2020-04-24 16:53,80.1,54.0,40.54,80.04
35899,DFW,2020-04-24 17:53,84.9,55.0,35.99,83.56
35912,DFW,2020-04-24 18:53,87.1,55.9,34.66,85.61
35925,DFW,2020-04-24 19:53,90.0,52.0,27.42,87.4
35938,DFW,2020-04-24 20:53,91.0,54.0,28.6,88.78
35951,DFW,2020-04-24 21:53,89.1,53.1,29.37,86.79
35964,DFW,2020-04-24 22:53,86.0,54.0,33.5,84.26
35977,DFW,2020-04-24 23:53,82.0,55.9,40.83,81.55
35990,DFW,2020-04-25 00:53,79.0,52.0,39.06,
36003,DFW,2020-04-25 01:53,75.0,50.0,41.41,
36016,DFW,2020-04-25 02:53,73.0,50.0,44.29,
36029,DFW,2020-04-25 03:53,71.1,50.0,47.23,
36042,DFW,2020-04-25 04:53,69.1,50.0,50.56,
36055,DFW,2020-04-25 05:53,66.9,48.9,52.35,
36068,DFW,2020-04-25 06:53,64.0,48.0,55.99,
36081,DFW,2020-04-25 07:53,62.1,48.9,61.91,
36094,DFW,2020-04-25 08:53,60.1,48.0,64.26,
36107,DFW,2020-04-25 09:53,57.9,48.0,69.52,
36120,DFW,2020-04-25 10:53,57.0,48.0,71.81,
36133,DFW,2020-04-25 11:53,55.9,48.0,74.72,
36146,DFW,2020-04-25 12:53,57.9,48.0,69.52,
36159,DFW,2020-04-25 13:53,61.0,48.0,62.23,
36172,DFW,2020-04-25 14:53,64.0,48.0,55.99,
36185,DFW,2020-04-25 15:53,68.0,46.9,46.76,
36198,DFW,2020-04-25 16:53,71.1,46.9,42.05,
36211,DFW,2020-04-25 17:53,73.0,46.0,38.11,
36224,DFW,2020-04-25 18:53,75.0,46.0,35.64,
36237,DFW,2020-04-25 19:53,75.9,45.0,33.3,
36250,DFW,2020-04-25 20:53,77.0,44.1,31.02,
36263,DFW,2020-04-25 21:53,77.0,43.0,29.74,
36276,DFW,2020-04-25 22:53,75.9,43.0,30.85,
36289,DFW,2020-04-25 23:53,75.0,44.1,33.16,
36302,DFW,2020-04-26 00:53,72.0,44.1,36.68,
36315,DFW,2020-04-26 01:53,68.0,46.0,45.19,
36328,DFW,2020-04-26 02:53,66.9,46.0,46.94,
36341,DFW,2020-04-26 03:53,66.0,46.9,50.1,
36354,DFW,2020-04-26 04:53,64.0,48.0,55.99,
36367,DFW,2020-04-26 05:53,61.0,48.0,62.23,
36380,DFW,2020-04-26 06:53,57.9,48.9,71.9,
36393,DFW,2020-04-26 07:53,57.0,50.0,77.38,
36406,DFW,2020-04-26 08:53,57.9,48.9,71.9,
36419,DFW,2020-04-26 09:53,55.9,48.0,74.72,
36432,DFW,2020-04-26 10:53,55.0,48.0,77.21,
36445,DFW,2020-04-26 11:53,55.0,48.0,77.21,
36458,DFW,2020-04-26 12:53,57.0,52.0,83.33,
36471,DFW,2020-04-26 13:53,64.0,50.0,60.34,
36484,DFW,2020-04-26 14:53,70.0,48.9,47.06,
36497,DFW,2020-04-26 15:53,73.9,48.9,41.24,
36510,DFW,2020-04-26 16:53,75.9,45.0,33.3,
36523,DFW,2020-04-26 17:53,80.1,43.0,26.85,79.04
36536,DFW,2020-04-26 18:53,81.0,43.0,26.08,79.54
36549,DFW,2020-04-26 19:53,82.9,44.1,25.57,80.8
36562,DFW,2020-04-26 20:53,82.9,43.0,24.51,80.73
36575,DFW,2020-04-26 21:53,82.0,44.1,26.33,80.22
36588,DFW,2020-04-26 22:53,81.0,45.0,28.15,79.68
36601,DFW,2020-04-26 23:53,78.1,46.0,32.15,
36614,DFW,2020-04-27 00:53,75.0,46.9,36.87,
36627,DFW,2020-04-27 01:53,72.0,46.9,40.79,
36640,DFW,2020-04-27 02:53,71.1,46.9,42.05,
36653,DFW,2020-04-27 03:53,70.0,46.9,43.66,
36666,DFW,2020-04-27 04:53,69.1,48.0,46.92,
36679,DFW,2020-04-27 05:53,66.0,50.0,56.27,
36692,DFW,2020-04-27 06:53,68.0,48.9,50.4,
36705,DFW,2020-04-27 07:53,68.0,48.9,50.4,
36718,DFW,2020-04-27 08:53,66.9,48.9,52.35,
36731,DFW,2020-04-27 09:53,66.0,53.1,63.1,
36744,DFW,2020-04-27 10:53,64.0,53.1,67.66,
36757,DFW,2020-04-27 11:53,63.0,54.0,72.42,
36770,DFW,2020-04-27 12:53,64.9,55.0,70.28,
36783,DFW,2020-04-27 13:53,69.1,55.9,62.8,
36796,DFW,2020-04-27 14:53,73.0,55.9,55.0,
36809,DFW,2020-04-27 15:53,75.0,52.0,44.59,
36822,DFW,2020-04-27 16:53,75.9,52.0,43.28,
36835,DFW,2020-04-27 17:53,81.0,54.0,39.37,80.59
36848,DFW,2020-04-27 18:53,82.9,54.0,37.01,81.87
36861,DFW,2020-04-27 19:53,82.0,55.0,39.52,81.4
36874,DFW,2020-04-27 20:53,82.0,55.9,40.83,81.55
36887,DFW,2020-04-27 21:53,82.0,57.0,42.49,81.75
36900,DFW,2020-04-27 22:53,84.0,57.9,41.14,83.47
36913,DFW,2020-04-27 23:53,82.0,57.9,43.89,81.92
36926,DFW,2020-04-28 00:53,80.1,57.9,46.7,80.58
36939,DFW,2020-04-28 01:53,78.1,60.1,53.95,
36952,DFW,2020-04-28 02:53,77.0,62.1,60.06,
36965,DFW,2020-04-28 03:53,75.9,62.1,62.3,
36978,DFW,2020-04-28 04:53,75.0,62.1,64.2,
36991,DFW,2020-04-28 05:53,73.0,63.0,70.87,
37004,DFW,2020-04-28 06:53,72.0,63.0,73.31,
37015,DFW,2020-04-28 07:43,71.1,64.0,78.28,
37018,DFW,2020-04-28 07:53,71.1,64.0,78.28,
37031,DFW,2020-04-28 08:53,71.1,64.0,78.28,
37034,DFW,2020-04-28 09:04,71.1,64.0,78.28,
37044,DFW,2020-04-28 09:48,69.8,66.2,88.34,
37046,DFW,2020-04-28 09:53,69.1,66.0,89.86,
37049,DFW,2020-04-28 10:01,68.0,66.9,96.28,
37054,DFW,2020-04-28 10:24,68.0,66.0,93.32,
37059,DFW,2020-04-28 10:43,68.0,64.9,89.81,
37062,DFW,2020-04-28 10:53,66.9,66.0,96.93,
37075,DFW,2020-04-28 11:53,66.0,64.9,96.24,
37088,DFW,2020-04-28 12:53,66.0,63.0,90.05,
37101,DFW,2020-04-28 13:53,70.0,66.9,89.9,
37114,DFW,2020-04-28 14:53,75.0,69.1,81.9,
37127,DFW,2020-04-28 15:53,78.1,69.1,73.88,
37140,DFW,2020-04-28 16:53,82.0,70.0,67.06,85.81
37153,DFW,2020-04-28 17:53,84.0,69.1,60.95,87.78
37166,DFW,2020-04-28 18:53,87.1,70.0,56.92,92.04
37179,DFW,2020-04-28 19:53,88.0,70.0,55.32,93.11
37192,DFW,2020-04-28 20:53,88.0,71.1,57.43,94.0
37205,DFW,2020-04-28 21:53,87.1,69.1,55.19,91.38
37218,DFW,2020-04-28 22:53,88.0,70.0,55.32,93.11
37231,DFW,2020-04-28 23:53,86.0,70.0,58.95,90.73
37244,DFW,2020-04-29 00:53,82.9,70.0,65.13,86.95
37257,DFW,2020-04-29 01:53,81.0,70.0,69.28,84.5
37270,DFW,2020-04-29 02:53,80.1,70.0,71.35,83.28
37281,DFW,2020-04-29 03:44,80.1,71.1,74.07,83.64
37284,DFW,2020-04-29 03:53,79.0,71.1,76.79,
37289,DFW,2020-04-29 04:12,75.0,68.0,78.86,
37292,DFW,2020-04-29 04:23,69.1,64.0,83.81,
37294,DFW,2020-04-29 04:27,70.0,64.0,81.27,
37296,DFW,2020-04-29 04:33,68.0,66.9,96.28,
37297,DFW,2020-04-29 04:35,68.0,66.9,96.28,
37300,DFW,2020-04-29 04:46,68.0,68.0,100.0,
37302,DFW,2020-04-29 04:53,68.0,66.9,96.28,
37303,DFW,2020-04-29 04:55,66.9,66.0,96.93,
37305,DFW,2020-04-29 05:04,66.9,66.0,96.93,
37315,DFW,2020-04-29 05:46,69.1,64.9,86.48,
37317,DFW,2020-04-29 05:53,69.1,64.9,86.48,
37330,DFW,2020-04-29 06:53,68.0,62.1,81.41,
37343,DFW,2020-04-29 07:53,66.0,62.1,87.24,
37356,DFW,2020-04-29 08:53,66.0,60.1,81.27,
37369,DFW,2020-04-29 09:53,64.9,57.9,78.05,
37382,DFW,2020-04-29 10:53,64.0,53.1,67.66,
37395,DFW,2020-04-29 11:53,62.1,48.0,59.86,
37408,DFW,2020-04-29 12:53,62.1,50.0,64.5,
37421,DFW,2020-04-29 13:53,64.9,50.0,58.47,
37434,DFW,2020-04-29 14:53,70.0,44.1,39.26,
37447,DFW,2020-04-29 15:53,73.0,42.1,32.84,
37460,DFW,2020-04-29 16:53,73.9,39.9,29.26,
37473,DFW,2020-04-29 17:53,75.9,37.0,24.43,
37486,DFW,2020-04-29 18:53,77.0,37.9,24.4,
37499,DFW,2020-04-29 19:53,79.0,36.0,21.19,
37512,DFW,2020-04-29 20:53,80.1,34.0,18.88,78.7
37525,DFW,2020-04-29 21:53,79.0,37.9,22.84,
37538,DFW,2020-04-29 22:53,77.0,39.9,26.38,
37551,DFW,2020-04-29 23:53,75.0,42.1,30.71,
37564,DFW,2020-04-30 00:53,73.0,42.1,32.84,
37577,DFW,2020-04-30 01:53,68.0,44.1,42.04,
37590,DFW,2020-04-30 02:53,66.9,45.0,45.19,
37603,DFW,2020-04-30 03:53,64.9,46.0,50.32,
37616,DFW,2020-04-30 04:53,64.0,46.0,51.93,
37629,DFW,2020-04-30 05:53,63.0,46.0,53.78,
37642,DFW,2020-04-30 06:53,60.1,46.0,59.59,
37655,DFW,2020-04-30 07:53,57.9,46.0,64.47,
37668,DFW,2020-04-30 08:53,55.0,48.0,77.21,
37681,DFW,2020-04-30 09:53,57.0,46.9,68.9,
37694,DFW,2020-04-30 10:53,57.0,46.0,66.59,
37707,DFW,2020-04-30 11:53,53.1,48.0,82.76,
37720,DFW,2020-04-30 12:53,57.0,51.1,80.6,
37733,DFW,2020-04-30 13:53,64.0,50.0,60.34,
37746,DFW,2020-04-30 14:53,69.1,48.0,46.92,
37759,DFW,2020-04-30 15:53,72.0,45.0,37.96,
37772,DFW,2020-04-30 16:53,73.9,44.1,34.4,
37785,DFW,2020-04-30 17:53,75.9,46.0,34.58,
37798,DFW,2020-04-30 18:53,79.0,46.0,31.21,
37811,DFW,2020-04-30 19:53,79.0,45.0,30.05,
37824,DFW,2020-04-30 20:53,81.0,46.0,29.23,79.76
37837,DFW,2020-04-30 21:53,81.0,45.0,28.15,79.68
37850,DFW,2020-04-30 22:53,81.0,48.0,31.52,79.92
37863,DFW,2020-04-30 23:53,80.1,46.9,31.15,79.33
37876,DFW,2020-05-01 00:53,75.0,48.0,38.43,
37889,DFW,2020-05-01 01:53,73.0,50.0,44.29,
37902,DFW,2020-05-01 02:53,70.0,51.1,51.07,
37915,DFW,2020-05-01 03:53,68.0,52.0,56.55,
37928,DFW,2020-05-01 04:53,66.0,52.0,60.6,
37941,DFW,2020-05-01 05:53,64.9,52.0,62.96,
37954,DFW,2020-05-01 06:53,64.9,52.0,62.96,
37967,DFW,2020-05-01 07:53,64.9,51.1,60.9,
37980,DFW,2020-05-01 08:53,64.9,50.0,58.47,
37993,DFW,2020-05-01 09:53,64.0,50.0,60.34,
38006,DFW,2020-05-01 10:53,62.1,51.1,67.19,
38019,DFW,2020-05-01 11:53,64.0,52.0,64.97,
38032,DFW,2020-05-01 12:53,66.9,53.1,61.16,
38045,DFW,2020-05-01 13:53,73.0,52.0,47.69,
38058,DFW,2020-05-01 14:53,75.9,54.0,46.57,
38071,DFW,2020-05-01 15:53,80.1,53.1,39.23,79.94
38084,DFW,2020-05-01 16:53,84.0,54.0,35.72,82.67
38097,DFW,2020-05-01 17:53,84.9,55.0,35.99,83.56
38110,DFW,2020-05-01 18:53,87.1,51.1,29.07,84.67
38123,DFW,2020-05-01 19:53,88.0,55.0,32.6,86.2
38136,DFW,2020-05-01 20:53,84.9,55.0,35.99,83.56
38149,DFW,2020-05-01 21:53,86.0,55.9,35.9,84.66
38162,DFW,2020-05-01 22:53,84.0,55.0,37.05,82.85
38175,DFW,2020-05-01 23:53,82.9,55.0,38.38,82.03
38188,DFW,2020-05-02 00:53,80.1,57.9,46.7,80.58
38201,DFW,2020-05-02 01:53,78.1,57.9,49.87,
38214,DFW,2020-05-02 02:53,75.9,57.9,53.64,
38227,DFW,2020-05-02 03:53,75.0,60.1,59.81,
38240,DFW,2020-05-02 04:53,73.0,60.1,63.96,
38253,DFW,2020-05-02 05:53,73.0,60.1,63.96,
38266,DFW,2020-05-02 06:53,71.1,59.0,65.58,
38279,DFW,2020-05-02 07:53,69.1,59.0,70.21,
38292,DFW,2020-05-02 08:53,68.0,59.0,72.92,
38305,DFW,2020-05-02 09:53,66.0,60.1,81.27,
38318,DFW,2020-05-02 10:53,66.0,61.0,83.91,
38331,DFW,2020-05-02 11:53,66.0,62.1,87.24,
38344,DFW,2020-05-02 12:53,68.0,63.0,84.03,
38357,DFW,2020-05-02 13:53,68.0,63.0,84.03,
38370,DFW,2020-05-02 14:53,70.0,63.0,78.46,
38376,DFW,2020-05-02 15:20,70.0,64.0,81.27,
38383,DFW,2020-05-02 15:53,73.9,64.0,71.21,
38396,DFW,2020-05-02 16:53,75.9,64.0,66.6,
38409,DFW,2020-05-02 17:53,82.0,66.0,58.43,84.15
38422,DFW,2020-05-02 18:53,82.9,66.9,58.55,85.45
38435,DFW,2020-05-02 19:53,82.9,68.0,60.81,85.94
38448,DFW,2020-05-02 20:53,86.0,68.0,55.04,89.41
38461,DFW,2020-05-02 21:53,88.0,69.1,53.64,92.43
38474,DFW,2020-05-02 22:53,87.1,70.0,56.92,92.04
38487,DFW,2020-05-02 23:53,84.9,69.1,59.21,88.83
38500,DFW,2020-05-03 00:53,82.9,70.0,65.13,86.95
38513,DFW,2020-05-03 01:53,81.0,70.0,69.28,84.5
38526,DFW,2020-05-03 02:53,80.1,70.0,71.35,83.28
38539,DFW,2020-05-03 03:53,78.1,69.1,73.88,
38552,DFW,2020-05-03 04:53,75.9,68.0,76.53,
38565,DFW,2020-05-03 05:53,75.0,68.0,78.86,
38578,DFW,2020-05-03 06:53,73.9,68.0,81.82,
38591,DFW,2020-05-03 07:53,72.0,66.9,83.99,
38604,DFW,2020-05-03 08:53,71.1,66.9,86.59,
38617,DFW,2020-05-03 09:53,70.0,66.9,89.9,
38630,DFW,2020-05-03 10:53,69.1,66.0,89.86,
38636,DFW,2020-05-03 11:18,69.1,66.0,89.86,
38644,DFW,2020-05-03 11:53,69.1,66.0,89.86,
38657,DFW,2020-05-03 12:53,70.0,66.0,87.14,
38670,DFW,2020-05-03 13:53,73.9,66.9,78.77,
38683,DFW,2020-05-03 14:53,77.0,66.9,71.03,
38696,DFW,2020-05-03 15:53,80.1,66.9,64.14,82.4
38709,DFW,2020-05-03 16:53,84.0,66.0,54.77,86.2
38722,DFW,2020-05-03 17:53,86.0,66.9,52.99,88.77
38735,DFW,2020-05-03 18:53,88.0,69.1,53.64,92.43
38748,DFW,2020-05-03 19:53,89.1,69.1,51.8,93.71
38761,DFW,2020-05-03 20:53,90.0,70.0,51.93,95.49
38774,DFW,2020-05-03 21:53,90.0,70.0,51.93,95.49
38787,DFW,2020-05-03 22:53,88.0,70.0,55.32,93.11
38800,DFW,2020-05-03 23:53,87.1,70.0,56.92,92.04
38813,DFW,2020-05-04 00:53,84.0,69.1,60.95,87.78
38826,DFW,2020-05-04 01:53,82.9,69.1,63.16,86.48
38839,DFW,2020-05-04 02:53,81.0,69.1,67.18,84.16
38852,DFW,2020-05-04 03:53,80.1,68.0,66.62,82.7
38865,DFW,2020-05-04 04:53,79.0,68.0,69.07,
38878,DFW,2020-05-04 05:53,77.0,68.0,73.78,
38891,DFW,2020-05-04 06:53,75.9,68.0,76.53,
38904,DFW,2020-05-04 07:53,75.0,68.0,78.86,
38917,DFW,2020-05-04 08:53,73.0,68.0,84.34,
38930,DFW,2020-05-04 09:53,72.0,68.0,87.24,
38943,DFW,2020-05-04 10:53,71.1,68.0,89.94,
38956,DFW,2020-05-04 11:53,71.1,68.0,89.94,
38962,DFW,2020-05-04 12:17,71.1,68.0,89.94,
38970,DFW,2020-05-04 12:53,71.1,68.0,89.94,
38981,DFW,2020-05-04 13:44,73.0,68.0,84.34,
38984,DFW,2020-05-04 13:53,73.9,68.0,81.82,
38997,DFW,2020-05-04 14:53,78.1,68.0,71.14,
39010,DFW,2020-05-04 15:53,81.0,68.0,64.69,83.76
39023,DFW,2020-05-04 16:53,84.0,68.0,58.69,87.18
39036,DFW,2020-05-04 17:53,88.0,68.0,51.65,91.65
39049,DFW,2020-05-04 18:53,89.1,69.1,51.8,93.71
39062,DFW,2020-05-04 19:53,91.0,68.0,46.99,95.08
39075,DFW,2020-05-04 20:53,91.9,69.1,47.45,97.0
39088,DFW,2020-05-04 21:53,91.0,68.0,46.99,95.08
39101,DFW,2020-05-04 22:53,91.0,68.0,46.99,95.08
39114,DFW,2020-05-04 23:53,89.1,68.0,49.88,92.9
39127,DFW,2020-05-05 00:53,86.0,66.9,52.99,88.77
39140,DFW,2020-05-05 01:53,84.0,68.0,58.69,87.18
39153,DFW,2020-05-05 02:53,82.0,69.1,65.03,85.39
39166,DFW,2020-05-05 03:53,82.0,69.1,65.03,85.39
39171,DFW,2020-05-05 04:14,82.9,69.1,63.16,86.48
39173,DFW,2020-05-05 04:17,82.9,69.1,63.16,86.48
39181,DFW,2020-05-05 04:53,81.0,70.0,69.28,84.5
39194,DFW,2020-05-05 05:53,77.0,72.0,84.58,
39207,DFW,2020-05-05 06:53,75.9,72.0,87.73,
39213,DFW,2020-05-05 07:18,75.9,72.0,87.73,
39221,DFW,2020-05-05 07:53,75.0,72.0,90.4,
39234,DFW,2020-05-05 08:53,75.0,72.0,90.4,
39247,DFW,2020-05-05 09:53,72.0,69.1,90.59,
39258,DFW,2020-05-05 10:43,69.1,63.0,80.92,
39261,DFW,2020-05-05 10:53,68.0,62.1,81.41,
39272,DFW,2020-05-05 11:44,64.9,55.0,70.28,
